"","city","dependent","industry","employer_name","median_wage","lat","lon"
"315","New York","Y","index56","USM BUSINESS SYSTEMS INC",91565,40.71455,-74.007124
"316","New York","Y","index56","BONA FIDE MANAGEMENT INC",56826,40.71455,-74.007124
"317","New York","Y","index56","SMART SOURCE USA LLC",56826,40.71455,-74.007124
"318","New York","Y","index56","WORLD JOINT CORPORATION",46883,40.71455,-74.007124
"319","New York","Y","index56","PASONA N A INC",45282,40.71455,-74.007124
"320","New York","Y","index61","ISDE NORTH AMERICA INC",65000,40.71455,-74.007124
"321","New York","Y","index62","ST. MARKS WORLD INC",66539,40.71455,-74.007124
"322","New York","Y","index62","ST. MARK'S PHYSICAL THERAPY P.C.",65000,40.71455,-74.007124
"323","New York","Y","index62","ST. MARK'S WORLD INC",64750,40.71455,-74.007124
"324","New York","Y","index81","WORLD ECONOMIC FORUM USA INC",110500,40.71455,-74.007124
"325","Oakland","Y","index54","JADE GLOBAL INC",123700,37.805065,-122.273024
"326","Oakland","Y","index54","INFOLOB SOLUTIONS INC",109824,37.805065,-122.273024
"327","Oakland","Y","index54","APPSINTEGRATION INC",105000,37.805065,-122.273024
"328","Oakland","Y","index54","BHARGAV COMPUTER CONSULTANTS USA-MA INC",102000,37.805065,-122.273024
"329","Oakland","Y","index54","INFOTECH VALLEY INC",100360,37.805065,-122.273024
"330","Oakland","Y","index54","SMART WORKS LLC",100360,37.805065,-122.273024
"331","Oklahoma City","Y","index54","SYMBIOUN TECHNOLOGIES INC",101053.5,35.472015,-97.520354
"332","Oklahoma City","Y","index54","TECH MAHINDRA (AMERICAS) INC",1e+05,35.472015,-97.520354
"333","Oklahoma City","Y","index54","CAPGEMINI U.S. LLC",98000,35.472015,-97.520354
"334","Oklahoma City","Y","index54","SMART SOLUTIONS INC",90000,35.472015,-97.520354
"335","Oklahoma City","Y","index54","DATASOFT INC",89000,35.472015,-97.520354
"336","Oklahoma City","Y","index56","USM BUSINESS SYSTEMS INC",60000,35.472015,-97.520354
"337","Omaha","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",132939.3,41.260675,-95.940469
"338","Omaha","Y","index54","VIRTUSA CORP",115000,41.260675,-95.940469
"339","Omaha","Y","index54","ENTERPRISE SOLUTIONS INC",98000,41.260675,-95.940469
"340","Omaha","Y","index54","TWO95 INTERNATIONAL",95000,41.260675,-95.940469
"341","Omaha","Y","index54","SKORUZ TECHNOLOGIES INC",92500,41.260675,-95.940469
"342","Philadelphia","Y","index44","MY PHARMACY LLC.",84500,39.95228,-75.162454
"343","Philadelphia","Y","index51","GTL USA INC",55800,39.95228,-75.162454
"344","Philadelphia","Y","index54","3K TECHNOLOGIES LLC",135000,39.95228,-75.162454
"345","Philadelphia","Y","index54","ASTA CRS INC",128000,39.95228,-75.162454
"346","Philadelphia","Y","index54","SAGEONE INC",120000,39.95228,-75.162454
"347","Philadelphia","Y","index54","PAX INTERNATIONAL COMPANY INC",115781,39.95228,-75.162454
"348","Philadelphia","Y","index54","SIFY TECHNOLOGIES NORTH AMERICA CORPORATION",115000,39.95228,-75.162454
"349","Philadelphia","Y","index56","SDLC MANAGEMENT INC",72500,39.95228,-75.162454
"350","Philadelphia","Y","index56","NOVO PROSO INC",63000,39.95228,-75.162454
"351","Philadelphia","Y","index56","USM BUSINESS SYSTEMS INC",60000,39.95228,-75.162454
"352","Philadelphia","Y","index81","ARMOR DENTAL PLLC",108784,39.95228,-75.162454
"353","Phoenix","Y","index51","TRIZETTO CORPORATION A COGNIZANT COMPANY",73258,33.44826,-112.075774
"354","Phoenix","Y","index51","TRIZETTO CORPORATION",71937,33.44826,-112.075774
"355","Phoenix","Y","index51","LOVE EQUAL LLC",23.45,33.44826,-112.075774
"356","Phoenix","Y","index54","SPARTA CONSULTING INC",132500,33.44826,-112.075774
"357","Phoenix","Y","index54","PERFICIENT INC",115000,33.44826,-112.075774
"358","Phoenix","Y","index54","SAAMA TECHNOLOGIES INC",113750,33.44826,-112.075774
"359","Phoenix","Y","index54","ORION SYSTEMS INTEGRATORS DELAWARE LLC",110000,33.44826,-112.075774
"360","Phoenix","Y","index54","TABNER INC",108534,33.44826,-112.075774
"361","Phoenix","Y","index56","USM BUSINESS SYSTEMS INC",68500,33.44826,-112.075774
"362","Phoenix","Y","index56","JNIT TECHNOLOGIES",65000,33.44826,-112.075774
"363","Phoenix","Y","index62","APOGEE MEDICAL GROUP INC",85000,33.44826,-112.075774
"364","Portland","Y","index51","TEK TREE LLC",61630,45.511795,-122.675629
"365","Portland","Y","index54","SIMPLEX INFO SYSTEMS INC",120000,45.511795,-122.675629
"366","Portland","Y","index54","ZUVEN TECHNOLOGIES INC",114000,45.511795,-122.675629
"367","Portland","Y","index54","SPARTA CONSULTING INC",113000,45.511795,-122.675629
"368","Portland","Y","index54","RAMPS INTERNATIONAL INC",1e+05,45.511795,-122.675629
"369","Portland","Y","index54","VSLN INTERNATIONAL INC",1e+05,45.511795,-122.675629
"370","Raleigh","Y","index31","QUALCOMM TECHNOLOGIES INC",86500,35.78551,-78.642669
"371","Raleigh","Y","index31","QUALCOMM INNOVATION CENTER INC",85010,35.78551,-78.642669
"372","Raleigh","Y","index31","RGB SYSTEMS",67000.44,35.78551,-78.642669
"373","Raleigh","Y","index54","ACLAT INC",150000,35.78551,-78.642669
"374","Raleigh","Y","index54","INFOLOB SOLUTIONS INC",114400,35.78551,-78.642669
"375","Raleigh","Y","index54","SMARTPLAY INC",108000,35.78551,-78.642669
"376","Raleigh","Y","index54","SPARTA CONSULTING INC",106000,35.78551,-78.642669
"377","Raleigh","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",105575,35.78551,-78.642669
"378","Raleigh","Y","index62","COMPREHAB INC",66306.5,35.78551,-78.642669
"379","Sacramento","Y","index51","KEY BUSINESS SOLUTIONS INC",60000,38.579065,-121.491014
"380","Sacramento","Y","index51","TEK TREE LLC",60000,38.579065,-121.491014
"381","Sacramento","Y","index54","UST GLOBAL INC",135000,38.579065,-121.491014
"382","Sacramento","Y","index54","AIT GLOBAL INC",130000,38.579065,-121.491014
"383","Sacramento","Y","index54","SAGITEC SOLUTIONS LLC",122500,38.579065,-121.491014
"384","Sacramento","Y","index54","SYNERGYQUAD INC",118000,38.579065,-121.491014
"385","Sacramento","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",113347,38.579065,-121.491014
"386","Sacramento","Y","index56","CAPSQUARE SYSTEMS INC",80000,38.579065,-121.491014
"387","Sacramento","Y","index62","MARK DAVID LEVINE MD PSYCHIATRISTS PC",235643,38.579065,-121.491014
"388","San Antonio","Y","index51","METRICSTREAM INC",85000,29.42449,-98.494619
"389","San Antonio","Y","index51","GTL USA INC",64000,29.42449,-98.494619
"390","San Antonio","Y","index51","TRIZETTO CORPORATION A COGNIZANT COMPANY",56493,29.42449,-98.494619
"391","San Antonio","Y","index54","GLOBAL IT INC",120000,29.42449,-98.494619
"392","San Antonio","Y","index54","PRECISION MANAGEMENT GROUP INC",120000,29.42449,-98.494619
"393","San Antonio","Y","index54","TRANS AMERICAN INFORMATION SYSTEMS INC",115000,29.42449,-98.494619
"394","San Antonio","Y","index54","PROFICIENT BUSINESS SYSTEMS INC",100630.4,29.42449,-98.494619
"395","San Antonio","Y","index54","AIM BIG INC DBA AXIOM TECHNOLOGY GROUP, INC.",1e+05,29.42449,-98.494619
"396","San Antonio","Y","index54","SYNTHESIS SYSTEMS INC",1e+05,29.42449,-98.494619
"397","San Antonio","Y","index54","SYSTEM SOFT TECHNOLOGIES LLC",1e+05,29.42449,-98.494619
"398","San Antonio","Y","index61","SCHOOL OF SCIENCE&TECHNOLOGY",63800,29.42449,-98.494619
"399","San Antonio","Y","index61","SCHOOL OF SCIENCE&TECHNOLOGY-DISCOVERY",63800,29.42449,-98.494619
"400","San Antonio","Y","index61","HARMONY SCIENCE ACADEMY-SAN ANTONIO",46810,29.42449,-98.494619
"401","San Diego","Y","index31","QUALCOMM FLARION TECHNOLOGIES INC",113589,32.715695,-117.161719
"402","San Diego","Y","index31","MAXLINEAR INC",110000,32.715695,-117.161719
"403","San Diego","Y","index31","QUALCOMM INNOVATION CENTER INC",97895.5,32.715695,-117.161719
"404","San Diego","Y","index31","QUALCOMM LIFE INC",97229.6,32.715695,-117.161719
"405","San Diego","Y","index31","QUALCOMM TECHNOLOGIES INC",95930,32.715695,-117.161719
"406","San Diego","Y","index51","VINSYS INFORMATION TECHNOLOGY INC",1e+05,32.715695,-117.161719
"407","San Diego","Y","index51","ANALYSIS&DESIGN APPLICATION CO. LTD",94000,32.715695,-117.161719
"408","San Diego","Y","index51","TRIZETTO CORPORATION A COGNIZANT COMPANY",92768,32.715695,-117.161719
"409","San Diego","Y","index51","VALUELABS INC",90000,32.715695,-117.161719
"410","San Diego","Y","index51","KEY BUSINESS SOLUTIONS INC",60000,32.715695,-117.161719
"411","San Diego","Y","index54","KPI PARTNERS INC",140000,32.715695,-117.161719
"412","San Diego","Y","index54","IT CONVERGENCE",131120,32.715695,-117.161719
"413","San Diego","Y","index54","PHOTON INFOTECH INC",125400,32.715695,-117.161719
"414","San Diego","Y","index54","BOSTON TECHNOLOGY CORPORATION",120000,32.715695,-117.161719
"415","San Diego","Y","index54","ERP LOGIC LLC.",120000,32.715695,-117.161719
"416","San Diego","Y","index54","PROFESSIONAL ACCESS LTD.",120000,32.715695,-117.161719
"417","San Francisco","Y","index31","QUALCOMM TECHNOLOGIES INC",130811.2,37.777125,-122.419644
"418","San Francisco","Y","index31","QUALCOMM LIFE INC",117229,37.777125,-122.419644
"419","San Francisco","Y","index31","QUALCOMM CONNECTED EXPERIENCES INC",97666.4,37.777125,-122.419644
"420","San Francisco","Y","index31","QUALCOMM ISKOOT INC",76690,37.777125,-122.419644
"421","San Francisco","Y","index51","FACEBOOK INC",175000,37.777125,-122.419644
"422","San Francisco","Y","index51","STUMBLEUPON INC",120000,37.777125,-122.419644
"423","San Francisco","Y","index51","AVENUE CODE LLC",114889,37.777125,-122.419644
"424","San Francisco","Y","index51","THOUS& EYES INC",105000,37.777125,-122.419644
"425","San Francisco","Y","index51","VALUELABS INC",85000,37.777125,-122.419644
"426","San Francisco","Y","index54","I&I SOFTWARE INC",150000,37.777125,-122.419644
"427","San Francisco","Y","index54","SYMPHONY COMMERCE INC (PREVIOUSLY KNOWN AS A SNEA",150000,37.777125,-122.419644
"428","San Francisco","Y","index54","BAHA INDUSTRIES CORP.",142080,37.777125,-122.419644
"429","San Francisco","Y","index54","QUID INC",133000,37.777125,-122.419644
"430","San Francisco","Y","index54","APPDYNAMICS INC",130000,37.777125,-122.419644
"431","San Francisco","Y","index54","FRONTIER TECHNOLOGIES LLC",130000,37.777125,-122.419644
"432","San Francisco","Y","index54","LITMUS7 SYSTEMS CONSULTING INC",130000,37.777125,-122.419644
"433","San Francisco","Y","index56","SUPRASOFT INC",94162,37.777125,-122.419644
"434","San Francisco","Y","index56","USM BUSINESS SYSTEMS INC",72700,37.777125,-122.419644
"435","San Francisco","Y","index56","BONA FIDE MANAGEMENT INC",65021,37.777125,-122.419644
"436","San Francisco","Y","index56","SMART SOURCE USA LLC",65021,37.777125,-122.419644
"437","San Francisco","Y","index56","JNIT TECHNOLOGIES",65000,37.777125,-122.419644
"438","San Francisco","Y","index61","UNIVERSITY OF SAN FRANCISCO",64714.9,37.777125,-122.419644
"439","San Francisco","Y","index61","PRESIDIO KNOLLS SCHOOL INC",54920,37.777125,-122.419644
"440","San Francisco","Y","index61","AMERICAN ACADEMIC RESEARCH&EXCHANGE INC",36000,37.777125,-122.419644
"441","San Jose","Y","index31","QUALCOMM INCRPORATED",123905.6,37.338475,-121.885794
"442","San Jose","Y","index31","QUALCOMM MEMS TECHNOLOGIES INC",121410,37.338475,-121.885794
"443","San Jose","Y","index31","QUALCOMM INNOVATION CENTER INC",115253,37.338475,-121.885794
"444","San Jose","Y","index31","PERNIXDATA INC",115000,37.338475,-121.885794
"445","San Jose","Y","index31","SK HYNIX MEMORY SOLUTIONS INC",110000,37.338475,-121.885794
"446","San Jose","Y","index51","SPIDERCLOUD WIRELESS INC",111381,37.338475,-121.885794
"447","San Jose","Y","index51","PRAGITI INC",95000,37.338475,-121.885794
"448","San Jose","Y","index51","TEK TREE LLC",85322,37.338475,-121.885794
"449","San Jose","Y","index51","KEY BUSINESS SOLUTIONS INC",60000,37.338475,-121.885794
"450","San Jose","Y","index51","CHINA TELECOM (AMERICAS) CORPORATION",53300,37.338475,-121.885794
"451","San Jose","Y","index54","MAPR TECHNOLOGIES INC",145000,37.338475,-121.885794
"452","San Jose","Y","index54","SPARTA CONSULTING INC",140000,37.338475,-121.885794
"453","San Jose","Y","index54","MPHASIS LIMITED",131602,37.338475,-121.885794
"454","San Jose","Y","index54","SPIDERCLOUD WIRELESS INC",130000,37.338475,-121.885794
"455","San Jose","Y","index54","INNOMINDS SOFTWARE INC",128136,37.338475,-121.885794
"456","San Jose","Y","index56","USM BUSINESS SYSTEMS INC",88260,37.338475,-121.885794
"457","San Jose","Y","index56","SPARC TECHNOLOGIES INC",85322,37.338475,-121.885794
"458","San Jose","Y","index56","PASONA N A INC",50107,37.338475,-121.885794
"459","San Jose","Y","index62","ALPHAVISTA SERVICES INC",65000,37.338475,-121.885794
"460","San Jose","Y","index62","BMR HEALTH SERVICES INC",62774,37.338475,-121.885794
"461","San Jose","Y","index62","PRISTINE REHAB CARE LLC",62774,37.338475,-121.885794
"462","Seattle","Y","index31","QUALCOMM INNOVATION CENTER INC",99466,47.60356,-122.329439
"463","Seattle","Y","index31","QUALCOMM CONNECTED EXPERIENCES INC",96543.5,47.60356,-122.329439
"464","Seattle","Y","index51","FACEBOOK INC",145000,47.60356,-122.329439
"465","Seattle","Y","index51","FACEBOOK SERVICES INC",138000,47.60356,-122.329439
"466","Seattle","Y","index51","WALKWATER TECHNOLOGIES INC",75100,47.60356,-122.329439
"467","Seattle","Y","index52","COASTAL ADMINISTRATIVE SERVICES INC",40000,47.60356,-122.329439
"468","Seattle","Y","index54","MASTECH INC, A MASTECH HOLDINGS, INC. COMPANY",117458,47.60356,-122.329439
"469","Seattle","Y","index54","PROLIFICS INC",112986,47.60356,-122.329439
"470","Seattle","Y","index54","KRIDDHA TECHNOLOGIES INC",110000,47.60356,-122.329439
"471","Seattle","Y","index54","VIRTUSA CORPORATION",110000,47.60356,-122.329439
"472","Seattle","Y","index54","LOYALTY METHODS INC",107500,47.60356,-122.329439
"473","Seattle","Y","index56","INTERPRO INC",101088,47.60356,-122.329439
"474","Seattle","Y","index56","USM BUSINESS SYSTEMS INC",84740,47.60356,-122.329439
"475","Seattle","Y","index56","SMART SOURCE USA LLC",78686,47.60356,-122.329439
"476","Seattle","Y","index56","WORLD JOINT CORPORATION",45115,47.60356,-122.329439
"477","Tucson","Y","index54","MILLENNIUM INFO TECH INC",85000,32.221553,-110.969754
"478","Tucson","Y","index54","DAZ SYSTEMS INC",78333,32.221553,-110.969754
"479","Tucson","Y","index54","VEDICSOFT SOLUTIONS LLC",67225.6,32.221553,-110.969754
"480","Tucson","Y","index54","GLOBAL TECHNICAL SOFTWARE SERVICES INC",65000,32.221553,-110.969754
"481","Tucson","Y","index54","SUNERA TECHNOLOGIES INC",65000,32.221553,-110.969754
"482","Tulsa","Y","index54","PERFICIENT INC",120000,36.149745,-95.993334
"483","Tulsa","Y","index54","SYSTEM SOFT TECHNOLOGIES LLC",115000,36.149745,-95.993334
"484","Tulsa","Y","index54","SCHRILL TECHNOLOGIES INC",1e+05,36.149745,-95.993334
"485","Tulsa","Y","index54","ANALYSIS&DESIGN APPLICATION CO. LTD",95750,36.149745,-95.993334
"486","Tulsa","Y","index54","XTGLOBAL INC",93000,36.149745,-95.993334
"487","Tulsa","Y","index56","RDG TECHNOLOGIES INC",60486,36.149745,-95.993334
"488","Tulsa","Y","index61","DOVE SCIENCE ACADEMY-TULSA",60000,36.149745,-95.993334
"489","Virginia Beach","Y","index54","VIRTUSA CORPORATION",120000,36.75502,-76.059204
"490","Virginia Beach","Y","index54","INFOSYS LIMITED",87764.5,36.75502,-76.059204
"491","Virginia Beach","Y","index54","ZENSAR TECHNOLOGIES INC",85000,36.75502,-76.059204
"492","Virginia Beach","Y","index54","MASTECH ALLIANCE INC, A MASTECH HOLDINGS COMPANY",81162,36.75502,-76.059204
"493","Virginia Beach","Y","index54","DICE IT SOLUTIONS LLC",80600,36.75502,-76.059204
"494","Virginia Beach","Y","index56","NOVO PROSO INC",67000,36.75502,-76.059204
"495","Washington","Y","index31","SMG GLOBAL CIRCUITS INC",60000,38.89037,-77.031959
"496","Washington","Y","index51","FACEBOOK INC",122500,38.89037,-77.031959
"497","Washington","Y","index51","ADVANCESOFT INC",90000,38.89037,-77.031959
"498","Washington","Y","index51","LOGIK SYSTEMS INC",35000,38.89037,-77.031959
"499","Washington","Y","index52","IFC ASSET MANAGEMENT COMPANY LLC",298000,38.89037,-77.031959
"500","Washington","Y","index52","GROUP HOSPITALIZATION&MEDICAL SERVICES INC",102800,38.89037,-77.031959
"501","Washington","Y","index52","EVERGREEN PRIVATE FINANCE LLC",50000,38.89037,-77.031959
"502","Washington","Y","index54","KNACK SYSTEMS LLC",150000,38.89037,-77.031959
"503","Washington","Y","index54","TECHASPECT SOLUTIONS INC",120000,38.89037,-77.031959
"504","Washington","Y","index54","INFOSYS PUBLIC SERVICES INC",116372,38.89037,-77.031959
"505","Washington","Y","index54","RIGHT CLICK SYSTEMS LLC",115000,38.89037,-77.031959
"506","Washington","Y","index54","RCR TECHNOLOGY CORPORATION",110000,38.89037,-77.031959
"507","Washington","Y","index54","SANVY SYSTEMS INC",110000,38.89037,-77.031959
"508","Washington","Y","index56","INTERPRO INC",112000,38.89037,-77.031959
"509","Washington","Y","index56","USM BUSINESS SYSTEMS INC",78610,38.89037,-77.031959
"510","Washington","Y","index56","JNIT TECHNOLOGIES",75000,38.89037,-77.031959
"511","Washington","Y","index56","WORLD JOINT CORPORATION",42411,38.89037,-77.031959
"512","Washington","Y","index81","INSTITUTE OF INTERNATIONAL FINANCE INC",93995,38.89037,-77.031959
"513","Wichita","Y","index54","HARWARD TECHNOLOGIES LLC",1e+05,37.68698,-97.335579
"514","Wichita","Y","index54","ITELLIGENCE INC",89960,37.68698,-97.335579
"515","Wichita","Y","index54","SYNECHRON INC",80000,37.68698,-97.335579
"516","Wichita","Y","index54","XCHANGING SOLUTIONS (USA) INC",76000,37.68698,-97.335579
"517","Wichita","Y","index54","TECH MAHINDRA (AMERICAS) INC",75000,37.68698,-97.335579
